tx_hash,block_number,timestamp,from_address,to_address,contract_address,collection,token_id,price_eth,value_wei,gas_used,gas_price_gwei,cabal_id,cabal_label,pattern_type,is_wash
0xc68a305956cd7488b206c48ec2bcc293be643ad02783e377fb2baceb606b2b5e,19001491,1705117892,0xfb24b2042d7e4a184c410110f758d9869484dfbd,0x0aa65ca6eab6de4059e82b23d1a29e1ce156e05b,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3400,1.2964,1296400000000000000,130678,12.23,,,organic,0
0x2faa40a31ef28f96355acc79f5e6ebc178e91d0caed5fb8273fcc041861e2ba7,19001523,1705118276,0x0aa65ca6eab6de4059e82b23d1a29e1ce156e05b,0xe7c5a758884c00cef7881b56645c2beecdb7694f,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3400,2.6517,2651700000000000000,91850,33.11,,,organic,0
0xae4bfa5d1b77541699ce79d52bafda502e06007ea408f7507c08d6ed9c9dc44d,19001531,1705118372,0xe7c5a758884c00cef7881b56645c2beecdb7694f,0x4f0933b5867adc3b9f85ebe79105359ded2c7274,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3400,2.2395,2239500000000000000,146374,21.79,,,organic,0
0x15b0326019eae17f1fa05f0afc99060dd3b9de4a20945bfff53a3d64a4e72b77,19001536,1705118432,0x4f0933b5867adc3b9f85ebe79105359ded2c7274,0x4e479d360ab72fd3ac0473f96d032b5d38291f67,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3400,1.8527,1852700000000000000,148259,28.91,,,organic,0
0x79ce346da1b503fbcfa8ed04d7d19123aa2b27613337d289e2dbb91d788c86df,19001559,1705118708,0x4e479d360ab72fd3ac0473f96d032b5d38291f67,0x25a2b1a517d9f2b393b91f250ee127f5890cd1ed,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3400,2.081,2081000000000000000,164935,35.57,,,organic,0
0x2917905771f7ccd8fb6f072d3bc2a67b27f7f19955468ac9f930fa45f2e5f395,19001589,1705119068,0x25a2b1a517d9f2b393b91f250ee127f5890cd1ed,0xb1eba21148288fd71b96de2ada79fa4df14cd749,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3400,1.7276,1727600000000000000,78373,21.5,,,organic,0
0x3ae66667464028499a1e3677789edc657d3a63912f995b34e7f04f586e0fd1b3,19001595,1705119140,0xb1eba21148288fd71b96de2ada79fa4df14cd749,0xca8f29605cd6975f7e2746f3175dcdf6e300dadf,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3400,1.6955,1695500000000000000,118082,33.86,,,organic,0
0x20b6350efe2297452ed548f310edef806422e3a692797a70e2ed011eebd61d6d,19001597,1705119164,0xca8f29605cd6975f7e2746f3175dcdf6e300dadf,0x34ae93d86d1f76a5a9b7fb9edde079cbbb3ae083,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3400,2.1653,2165299999999999744,72224,37.64,,,organic,0
0xab199cfee6eee2ce736eee608c12a5526e33fef62e4af2836ba3eed203d7f2bc,19001630,1705119560,0x34ae93d86d1f76a5a9b7fb9edde079cbbb3ae083,0x25a2b1a517d9f2b393b91f250ee127f5890cd1ed,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3400,2.3163,2316300000000000000,123092,14.84,,,organic,0
0x5f2c820042ce0c632debdfa5a3c5b6a7277e9cd6da3c32673f6c237aa13240fa,19001656,1705119872,0x25a2b1a517d9f2b393b91f250ee127f5890cd1ed,0x1b557bdd8ab402aae6ced9c959fd3fd33f3a8c44,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3400,1.9233,1923300000000000000,60282,39.53,,,organic,0
0x2a3ccf98322d77c24d863793c2533687d70e82be13e7ede4cf85fb2a6df1abb9,19001687,1705120244,0x1b557bdd8ab402aae6ced9c959fd3fd33f3a8c44,0xcbaa31eaa6a4aa4e29d7a336833d4f2fba8d9a07,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3400,1.251,1251000000000000000,97388,21.54,,,organic,0
0x3efe959161c7fdad4a36af6442213dced75fff6a5e5f12ba91ab177cd030acad,19001720,1705120640,0xc72a469892fe3f693eb5dc5ecfc81ae68db043b2,0x68aa82484e1c1cfa50d88bf039bffb4ff748e379,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,0.6971,697100000000000000,80289,14.08,,,organic,0
0xf922ef5d960a6602003947a80d46fe02fb2368c42b9aa7c2e215447e194cef60,19001725,1705120700,0x68aa82484e1c1cfa50d88bf039bffb4ff748e379,0x7b23ff8ecf8f580d505d5b1ab33f2500203ae9cf,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,0.4306,430600000000000000,135914,31.54,,,organic,0
0x6283fdbd93e7e2310846a23874e8943161a5e0624cac66274fe88941dd672ddc,19001747,1705120964,0x7b23ff8ecf8f580d505d5b1ab33f2500203ae9cf,0x6d8ab9610e394930f68b281056d5f929c9c3dc30,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,0.3366,336600000000000000,67492,9.6,,,organic,0
0x4f449b4d68e0cf6ce74d4881e30d0a2bd42d88df2eeb2c521333252a85d3d323,19001764,1705121168,0x6d8ab9610e394930f68b281056d5f929c9c3dc30,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,0.6011,601100000000000000,171767,25.0,,,organic,0
0xfca048f1e05d1113ac12b66c536c8938607e5256ac86d96ed8dde8e96c35daaa,19001766,1705121192,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,0.0,0,126562,10.56,C01,W0-W1-W2,seed_transfer,1
0x0aaa7ef81f51f997feee2226e75f8c15d21174b3c3dc3f52319481f965a37bcb,19001772,1705121264,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,0.9474,947400000000000000,172960,15.53,C01,W0-W1-W2,cycle_pump,1
0x27718005fa0e1ed59a685e83a98e4d0b065c4dd8778d01060b402605efaa4a2e,19001777,1705121324,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,0.986,986000000000000000,92271,26.53,C01,W0-W1-W2,cycle_pump,1
0x4b2347deaabffdac5ad3e2d3797f007d4ccc264c0cb238f623112d926ef1181c,19001778,1705121336,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,1.0191,1019099999999999872,114948,29.04,C01,W0-W1-W2,cycle_pump,1
0xf84b0e89b59b43b8b77989123cc379afc1755de9ae5d3177322cff238af3438c,19001781,1705121372,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,1.1015,1101499999999999872,94179,14.54,C01,W0-W1-W2,cycle_pump,1
0x4414255a265a204f6b3bc9aa3f82227ba03de849cd0af0705222dc6074f674d4,19001783,1705121396,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,1.2055,1205500000000000000,94814,20.67,C01,W0-W1-W2,cycle_pump,1
0x0b879d3373bd67b89f16e0ccfcecbc741ff6545d337786a5cecb4f674bb4111f,19001786,1705121432,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,1.3145,1314500000000000000,119929,18.12,C01,W0-W1-W2,cycle_pump,1
0xafab36c1eef6e35bc77d17096ec31fae6bb3d73e2bf28d1b2abecf0236d6bfaf,19001787,1705121444,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,1.4429,1442900000000000000,61220,22.67,C01,W0-W1-W2,cycle_pump,1
0x780e53ad7fa9b81fbaf752e93f8493a04f0a25d017859737ef2efacc89d36633,19001788,1705121456,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,1.6158,1615800000000000000,69602,25.2,C01,W0-W1-W2,cycle_pump,1
0x7715000f6163f6237e223c394e97384b201e3d37376f9f12a84055b895b3dae8,19001790,1705121480,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,1.7378,1737800000000000000,105745,36.19,C01,W0-W1-W2,cycle_pump,1
0x0217fc152c07d883694a4825fd87aa7a3b220b393e50823d4322a2226d702534,19001793,1705121516,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,1.9275,1927500000000000000,97353,13.05,C01,W0-W1-W2,cycle_pump,1
0xe4169c2295403e0bc67214f18e7056fbdfd997495e32f284d433f91929545edc,19001799,1705121588,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,2.13,2130000000000000000,99651,27.57,C01,W0-W1-W2,cycle_pump,1
0x53da89f1b810c73785784d2223937ba7e0a8d20e7f788df0832ace3c5fe765d8,19001805,1705121660,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,2.3832,2383200000000000000,129329,8.25,C01,W0-W1-W2,cycle_pump,1
0xeb7367a0457f8f5d79bf0e419facd60da8a8e9974e2a1cf5b549155709b79729,19001808,1705121696,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,2.63,2630000000000000000,146951,11.31,C01,W0-W1-W2,cycle_pump,1
0x4adeec76435e091ab5736df61a0e7d5ca86027c5dfa4052625cbf68ff66a423b,19001811,1705121732,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,2.9168,2916800000000000000,75129,36.47,C01,W0-W1-W2,cycle_pump,1
0x9a9e2624b2af263f652ae9ece02d314fb3be09290464724493b09aa21ba76ec7,19001813,1705121756,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,3.1992,3199200000000000000,95697,17.02,C01,W0-W1-W2,cycle_pump,1
0x1ae3614e6db601d2042867317ca386c5da6ca1ce9c0b3b872e575aff50729f43,19001816,1705121792,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,3.3558,3355800000000000000,86685,30.0,C01,W0-W1-W2,cycle_pump,1
0xbaf6e023ac8e10b3eb2c4f75bc53afb7b4be41e6bf4528dce286a43d8e80a97f,19001821,1705121852,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,3.7141,3714100000000000000,124032,16.04,C01,W0-W1-W2,cycle_pump,1
0xd4b27adb77de958b786e92b510a5e3550019ba68c5dfba64f9ca1afeb31216fd,19001822,1705121864,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,4.1291,4129100000000000000,72097,28.3,C01,W0-W1-W2,cycle_pump,1
0xd2af18a7baf2a481fe18747e5b8b6d2854e0b8c995b6f30cf059546b454fcea5,19001823,1705121876,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,4.5612,4561200000000000512,60464,18.67,C01,W0-W1-W2,cycle_pump,1
0x07fe8b2736334fce591b7158fef47091582fa7bb0584197d73b8d5b0bbe2fa93,19001826,1705121912,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,4.7517,4751700000000000000,81178,31.72,C01,W0-W1-W2,cycle_pump,1
0xb0d60b01b2e16aeac79c1aefb33003eeb00d296ec35a8e6f8d5c938942ba3757,19001830,1705121960,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,5.1302,5130200000000000000,133519,8.31,C01,W0-W1-W2,cycle_pump,1
0x5c7f50c7ae4dd885c135a00c109569f640d51a9c98fcfccce195267c2d635314,19001836,1705122032,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,5.3188,5318800000000000000,178479,12.77,C01,W0-W1-W2,cycle_pump,1
0x0edb5d91876561b35c10bf42487ac838d67e235f19a3a8ef65d859eea6c6daf3,19001839,1705122068,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,5.4956,5495600000000000000,136350,25.68,C01,W0-W1-W2,cycle_pump,1
0x969b5a7002ac14b31b301e0dcb3df5d97ecedfce5522018947ef341aa3fcd1a2,19001840,1705122080,0x6c0bcfa97c6af6ce5c70fe4cbe8b8894b360a6ec,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,5.873,5873000000000000000,100404,19.67,C01,W0-W1-W2,cycle_pump,1
0x3bc87536ac732129f8d62117d17683c6291d396a0159d471fb9c1141f888cd7a,19001841,1705122092,0xb63658d01dacc0f12cc04c6f9d1456de4303ec10,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,6.5424,6542400000000000000,177823,19.45,C01,W0-W1-W2,cycle_pump,1
0x3cb644c9b51e547c2634c3cddd532069fa228969b9744c30c0cb4278c4d7771e,19001865,1705122380,0x8d17a77856194ffa0dcb06e3b236a3151110378b,0x5e3ef27d0434009c18e71f7864b1abf7ff9e8073,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,6.6615,6661500000000000000,73473,19.32,C01,W0-W1-W2,exit_dump,1
0xad805f35af23872618bce7f3085f911044970feace88f25e7d8a5d4dd1e88d84,19001881,1705122572,0x5e3ef27d0434009c18e71f7864b1abf7ff9e8073,0x4e900c350f9a0e6ceb15a8c71de353d4c85365cb,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,6.7014,6701400000000000000,141351,31.98,,,organic,0
0xa0350b5e7c12f1536a236b3db7249d87a63014139a69086c57c17b6e3aaf07cb,19001891,1705122692,0x4e900c350f9a0e6ceb15a8c71de353d4c85365cb,0x086db361dc56dbe002d620110c67589ab48d0189,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3401,6.9867,6986700000000000000,173325,13.2,,,organic,0
0xcba93eb3b120a6591d2fd8c6b8c2ab6e0d2965cb51f72da7bdecf1f6eea04890,19001899,1705122788,0x4f0933b5867adc3b9f85ebe79105359ded2c7274,0xb1eba21148288fd71b96de2ada79fa4df14cd749,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3402,2.1711,2171100000000000000,110140,35.91,,,organic,0
0x0a9d0ff355cc9952a9681491962fbc4e27d6bb3ef3f69f15d1580fe0ef3251d5,19001930,1705123160,0xb1eba21148288fd71b96de2ada79fa4df14cd749,0x4da31cafafad910f6402271b64bdd19611fe17b1,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3402,2.2941,2294099999999999744,105830,17.77,,,organic,0
0x3f3ff6312c263d6c7fbde4b750292d362ecfe7cfc9994aeeea86068b4f4d5e12,19001933,1705123196,0x4da31cafafad910f6402271b64bdd19611fe17b1,0xaeb3d728d260e70d1e55675ca42443cc5df054bf,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3402,2.3149,2314900000000000000,146511,14.18,,,organic,0
0x086f3ca276076c52bf060cc95444e679912f2ec5b58202255c05b87c8b59ccc0,19001952,1705123424,0xaeb3d728d260e70d1e55675ca42443cc5df054bf,0xca8f29605cd6975f7e2746f3175dcdf6e300dadf,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3402,1.1822,1182200000000000000,106025,28.53,,,organic,0
0xfc902e2b529e1159d45313d097f3e16deac5d7dc222e4722f76f69e80b23c56c,19001961,1705123532,0xca8f29605cd6975f7e2746f3175dcdf6e300dadf,0x2a2b4e9c7a8e0afd4db4a325844c31539c812cdc,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3402,2.4073,2407300000000000000,174955,39.05,,,organic,0
0x9947735e75fa590b2117500cf220cb8a8f273151ee8d6501b8bf8ca2dcc4eb2d,19001990,1705123880,0x2a2b4e9c7a8e0afd4db4a325844c31539c812cdc,0xfb24b2042d7e4a184c410110f758d9869484dfbd,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3402,1.7624,1762400000000000000,105309,31.31,,,organic,0
0x275e91c785da0fdf93b0aca02d000188a51546d3f1977dc1bc0b88758d50634b,19002024,1705124288,0xfb24b2042d7e4a184c410110f758d9869484dfbd,0xad06ae7da3aa1574a9f51ab4fc63345842e2d53b,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3402,1.5762,1576200000000000000,75157,20.33,,,organic,0
0xcd99823f125dd2a3dbbf6c1632716572da45e4f1d76bdbb36adda4eb7b3b984e,19002053,1705124636,0xad06ae7da3aa1574a9f51ab4fc63345842e2d53b,0xcddbd484537f8426960d61adc5d89d7f5c89be6e,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3402,1.9437,1943700000000000000,60221,24.64,,,organic,0
0x753d126014388db8981e72b9d42353356676af601c7f6643ebbe2e2b84848f50,19002067,1705124804,0xcddbd484537f8426960d61adc5d89d7f5c89be6e,0x6d8ab9610e394930f68b281056d5f929c9c3dc30,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3402,2.8556,2855600000000000000,107739,21.8,,,organic,0
0xa74e3bb8af024aa189d70cbf9aac93a7e65ccc938d1b011cc4c7f54b9d7be09d,19002076,1705124912,0x6d8ab9610e394930f68b281056d5f929c9c3dc30,0x08682f45b0a1232baa8f9e81021c9429a31fcace,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3402,2.4245,2424500000000000000,154339,36.8,,,organic,0
0x973f0a85d14a073f6fa33b5df64832cefa00d84c8c55e3aa1258cbce68a01e48,19002098,1705125176,0x08682f45b0a1232baa8f9e81021c9429a31fcace,0xb04f7cee52fc6c267990cd0f2ddfedbe8ca15ee0,0xa4243473512190d0b0a166346d30949badc746dc,SYNTH,3402,2.1626,2162599999999999744,112743,30.31,,,organic,0
