tx_hash,block_number,timestamp,from_address,to_address,value_eth,value_wei,gas_used,gas_price_gwei,tx_role,nft_tx_hash
0xc7555848c8743ebc799015b325e20502f19b20a39d51854fe9390aedee12b627,19000663,1705107956,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0x410cac0a6809b559f555ba7c9ab8bff086ea698e,1.2723,1272300000000000000,86406,33.81,hub_withdrawal,
0x8493fb712340e8b608f4d44bbc7075f84866621051142f55999839fede4bcd51,19000708,1705108496,0xd059479923e430e498a29d05249777fec595e230,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0.6448,644800000000000000,64629,26.66,hub_deposit,
0x1063e6f988c445b3ab6cde5e7ddc528b5f0ad997e5519c1ffd92f9f6ef1b126a,19000719,1705108628,0x6d8ab9610e394930f68b281056d5f929c9c3dc30,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,5.8852,5885200000000000000,127862,27.42,hub_deposit,
0xa0277c405a12de1aeb49ef4724e321d960ef38068f08a7d1a4d63d06a2d3ce5d,19000740,1705108880,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0x2717436287135860dd83b46613e22eaeb00e9a92,0.7816,781600000000000000,94465,30.79,hub_withdrawal,
0x5ea01e33b2f4a33fee654ab0630706453b6b341176b83ca3b8cfd3e6cb881eee,19000765,1705109180,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0x4db6b51a188b4d8132701083db17d45c643a2ce6,0.5945,594500000000000000,140134,15.07,hub_withdrawal,
0xd44201bc8884c8539ae4cfac5ed365d658a661a9efa75ed244a1f1461c17d22d,19000822,1705109864,0xbfb3629793470bc56de74916a05463913351cb9a,0xd8785f2ddbda677c6a2b2227b8330df0927794f9,1.548,1548000000000000000,150204,37.86,organic,
0x8bb0e685ce47eb1afa912d4fdc087fb724fcd93c8d2bb6d8ebd940938fb1a614,19000826,1705109912,0x2717436287135860dd83b46613e22eaeb00e9a92,0x4bb20518f5f8f9f94fc9eaf4ba9a9e4e4e47d337,1.0714,1071399999999999872,164360,38.24,organic,
0x0484efc55f09f47d84c79c1b0b13267bdc9ae1862ee7c9a7d93ccab8b68db0b0,19000830,1705109960,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0x2a2b4e9c7a8e0afd4db4a325844c31539c812cdc,0.1864,186400000000000000,111936,24.43,hub_withdrawal,
0x47db409196fabc71d718746144ad01f8cfab38985c2fbe0d5bc506ec5f94f2d2,19000859,1705110308,0x087e436f2cb1d32b9ea64e31484087f63ad97e78,0x741604c424354be670bb115c69e3fc1d07139581,0.3323,332300000000000000,101984,24.44,organic,
0xae0c53fb0f2b3d249be1c50eb4b96aa3d6925dc7d966624d842e6471a0996619,19000872,1705110464,0x2717436287135860dd83b46613e22eaeb00e9a92,0x120fa63dbcfe64e185d3738bb3aa6f6b6e4867c3,0.9973,997300000000000000,125907,11.4,organic,
0x9606a33e41d9bd7e007e80054bb9bd71ebc3e68b5bd7c288567a39345d5b6ab5,19000875,1705110500,0x432ea17efd3595515ec25f4d6b86f19e810509ae,0xae83912ba357b9cb4b1d7bfbe876bb269066b38c,1.0009,1000899999999999872,177247,22.01,organic,
0x2db1ae40bd470ec28be1c6f4a661e8d160ec51c7692b00496cd6e949de427b86,19000876,1705110512,0xc049733f0bb3d4aaac1b393e83877e0163fecc49,0xa77121fcbd9813eb63556ff696717c4bb8a5304b,0.8461,846100000000000000,154866,26.08,organic,
0x30b8655672eca0ded86e4d00261ced709d73a1057d07e9f5dd56540df8f2d071,19000884,1705110608,0x93173f01de544205a52281d5c8e7cf7e057a589e,0x47bc2f827910744f66154e779c0ed49fa1361a7b,1.9265,1926500000000000000,163299,39.23,organic,
0xf4a272834aee30568045618267f3664d5e58be59651d121a11add11e429327c4,19000910,1705110920,0xe46f342d5591e01bda88e9051f96ecc9298500d7,0x20e453cfee5e5ececc55b55a71d8b580c241e011,0.3808,380800000000000000,65170,35.27,organic,
0xd69d3f205fdd2db4c5224fccfedd082532f030defdbf4a0ce53b2bb2828edac7,19000912,1705110944,0x4db6b51a188b4d8132701083db17d45c643a2ce6,0x46a677ed43200f68cb1275efbbe91143f53f8cfe,0.7567,756700000000000000,109628,20.9,organic,
0x197ae9faab8e3fc894ce9143f53fde9c879e1b0bfcbf2c7ed95966047b3a3b0c,19000916,1705110992,0xedea03d778e00cbda848849b8e762c19ddb9fc56,0xddff114c93a75ffbbd4d65d101004a170cc1c846,2.0188,2018800000000000256,170512,29.18,organic,
0x5662609ab60984b6917254f819f6a3fa050411dc0d96c8f48c3d37876e40fbb8,19000934,1705111208,0xe1bb3af40861538950173de3384e543a73ca9843,0x155731f95535de23f30728e157c14b942485c2fb,0.9921,992100000000000000,158328,33.14,organic,
0x9447d56e1196554029c21b52ce88203e2ef9310a13ac88051e856c216e8eb9e5,19000947,1705111364,0x46a677ed43200f68cb1275efbbe91143f53f8cfe,0x3aa09fc5af84bb25897fc54d223e020b64aa633e,0.7516,751600000000000000,124990,35.82,organic,
0xf287754fb80fd0a2b2ce275f1043e198a04fab556f065e11b53de52751f113e3,19001022,1705112264,0x3224f3f5444bc6d96d7559673836ba8be3aa285f,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0.8613,861300000000000000,96291,16.36,hub_deposit,
0x51c7263d44bdc0f3fcb34b129a0c991deff18514eb0183f16fb6ee2ac0bd148b,19001038,1705112456,0xa8a8441793fadf520c722c3606b63662f00655d4,0x4da31cafafad910f6402271b64bdd19611fe17b1,1.2414,1241400000000000000,173982,37.35,settlement,0x709b55bd3da0f5a838125bd0ee20c5bfdd7caba173912d4281cae816b79a201b
0xdd46baa3ca2d91c07375e3cd23c893f85be3677f0941fab003a0a1bc5a5d739f,19001053,1705112636,0xad06ae7da3aa1574a9f51ab4fc63345842e2d53b,0xa8a8441793fadf520c722c3606b63662f00655d4,1.3477,1347700000000000000,109479,20.02,settlement,0x27ca64c092a959c7edc525ed45e845b1de6a7590d173fd2fad9133c8a779a1e3
0x680562dc57f3dec7bfae0c0b6ad5af18ecc86bb864b7445d5d6cacd9346f9c4c,19001077,1705112924,0xc72a469892fe3f693eb5dc5ecfc81ae68db043b2,0x76bb1ed6ae2c2756885f506f4b4867b0954a2c20,0.8464,846400000000000000,93901,21.04,organic,
0x8ab7ab2d689ad13ff69bfc3fb511c441dc959b85fb25907d0ffd991f463b200f,19001083,1705112996,0x96acfa15971d8648397f21566fb145b4994a92ff,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,1.1581,1158100000000000000,149220,20.21,hub_deposit,
0x8c1860cd29b4d435660a17f3994ad709fa245428486eb9a351504af01561c1c7,19001086,1705113032,0xeaff01211a4c4fd32150c6423f7eb79c0fdfd988,0xad06ae7da3aa1574a9f51ab4fc63345842e2d53b,1.8614,1861400000000000000,149486,38.85,settlement,0x1f3cb18e896256d7d6bb8c11a6ec71f005c75de05e39beae5d93bbd1e2c8b7a9
0x1b3818cd0ed3413e14e596b713ea2f71549a9d2c5dd96b1f6b8f20b8e5252f75,19001096,1705113152,0x4bb20518f5f8f9f94fc9eaf4ba9a9e4e4e47d337,0xeaff01211a4c4fd32150c6423f7eb79c0fdfd988,1.6637,1663700000000000000,174629,25.26,settlement,0x41b637cfd9eb3e2f60f734f9ca44e5c1559c6f481d49d6ed6891f3e9a086ac78
0x6c67c697755738dd11edb730bf521a860f9995d5862034f4a502a6fba7bf01cb,19001097,1705113164,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0x7b23ff8ecf8f580d505d5b1ab33f2500203ae9cf,1.2554,1255400000000000000,114451,21.55,hub_withdrawal,
0x428d2a2d48dd0bc1712e6a705d318ba0488a5e636718253391f658d7007f3415,19001099,1705113188,0x76bb1ed6ae2c2756885f506f4b4867b0954a2c20,0x1f59b10388eacab72d42efd6cb66481f7ca1f087,0.5444,544400000000000000,72871,14.32,organic,
0x67e97dfa562dceafd7a6905f3872bc2ddeb5e38931462aca6e1a2a04684baa09,19001113,1705113356,0x3aa09fc5af84bb25897fc54d223e020b64aa633e,0x4db6b51a188b4d8132701083db17d45c643a2ce6,1.2311,1231100000000000000,103371,39.04,organic,
0xc52d9f144ff76334f85faaa13053c00aa4591b0ae533cc55ec3231f470bf786b,19001125,1705113500,0xcddbd484537f8426960d61adc5d89d7f5c89be6e,0x4bb20518f5f8f9f94fc9eaf4ba9a9e4e4e47d337,1.6792,1679200000000000000,145660,35.53,settlement,0xa8c0cce8bb067e91cf2766c26be4e5d7cfba3d3323dc19d08a834391a1ce5acf
0xeae2958528baa69de064da12597328511a8b765fb999c4aec6a94412e8f58dc5,19001130,1705113560,0x086db361dc56dbe002d620110c67589ab48d0189,0xcddbd484537f8426960d61adc5d89d7f5c89be6e,1.173,1173000000000000000,75549,13.71,settlement,0xd20a624740ce1b7e2c74659bb291f665c021d202be02d13ce27feb067eeec837
0xf577b9acab746833088e2f8b235ebcb10568491e2ae3b4543f20e860de3855ea,19001159,1705113908,0x4ba627d0af8c5d1c3172b42931cb7d9fda7fafc8,0x086db361dc56dbe002d620110c67589ab48d0189,1.9631,1963100000000000000,130419,20.58,settlement,0x281b9dba10658c86d0c3c267b82b8972b6c7b41285f60ce2054211e69dd89e15
0x5efb01b805d03d1674f02faddc1c375d94f8356f7f19b0e8c77e8603769b50b6,19001161,1705113932,0x2717436287135860dd83b46613e22eaeb00e9a92,0x4ba627d0af8c5d1c3172b42931cb7d9fda7fafc8,2.4639,2463900000000000000,76691,31.29,settlement,0xdf743dd1973e1c7d46968720b931af0afa8ec5e8412f9420006b7b4fa660ba8d
0xf80a7835598a06667ecfd23da63767ef67c2886a565dd167ce2bc52c05d4c6e7,19001171,1705114052,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0x82ebe2dd0a2967d7b3f13b16be7f715ab6b07d4d,1.1663,1166300000000000000,121727,23.65,hub_withdrawal,
0xf70ac5c608542dddfe9eaa46694d953bc7adfa0e934c06962f340d1b2f958ba2,19001180,1705114160,0x4bb20518f5f8f9f94fc9eaf4ba9a9e4e4e47d337,0x2717436287135860dd83b46613e22eaeb00e9a92,2.0978,2097800000000000000,89188,34.71,settlement,0x3e812f40cd8e4ca3a92972610409922dedf1c0dbc68394fcb1c8f188a42655e2
0x3c0107df4b36ccb1851bdee3d0ec45fcd6876fb0af62acb48cc7ddba76035fdc,19001208,1705114496,0xe7c5a758884c00cef7881b56645c2beecdb7694f,0xaaa2e8ffeaf9bcfb2ebc5c77655787375713bcef,0.2967,296700000000000000,64039,23.17,organic,
0xcd7c7ab9e45e3dcae280ef90216e5fe9cd0352187b291faa429794cbdcdd0b08,19001211,1705114532,0x34ae93d86d1f76a5a9b7fb9edde079cbbb3ae083,0x4bb20518f5f8f9f94fc9eaf4ba9a9e4e4e47d337,1.3687,1368700000000000000,159113,8.73,settlement,0x3ebc2bd1d73e4f2f1f2af086ad724c98c8030f74c0c2be6c2d6fd538c711f35c
0x63efb7cd66691490bdbeb174a7d0f12ca5f0878265d86ff499eeef975525c7fc,19001212,1705114544,0xedea03d778e00cbda848849b8e762c19ddb9fc56,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0.917,917000000000000000,96202,24.63,hub_deposit,
0x29e498e7895819b3ed14e4676b2516d10305997309fd30c84ba620f30513bba2,19001231,1705114772,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0x5bcb2f9e5e2eee7c326c5aa701c40f6c0ba11518,0.663,663000000000000000,157117,23.5,hub_withdrawal,
0x8e510d360197cb6b57abab10c8fb5c3fe540e849a6dbb899e3906cbf59e91b1c,19001244,1705114928,0xb249f4fef6b7878538593a0688e14e3b19c029f9,0x5bcb2f9e5e2eee7c326c5aa701c40f6c0ba11518,4.1278,4127799999999999488,133706,14.62,organic,
0xa6038d8ef8c79d210bcea79c35d77de60de0568e1ec716436e1e5ac243260960,19001245,1705114940,0xe7c5a758884c00cef7881b56645c2beecdb7694f,0x34ae93d86d1f76a5a9b7fb9edde079cbbb3ae083,2.1706,2170599999999999744,99107,22.82,settlement,0x9789f4e2339193149452c1a42cded34f7a301a13196cd8200246af7cc1e33c3b
0x94a8cd956269c195264200d97e0a2b1e2949698961590d643b787450a739a1a2,19001285,1705115420,0xaaa2e8ffeaf9bcfb2ebc5c77655787375713bcef,0xe7c5a758884c00cef7881b56645c2beecdb7694f,1.4398,1439800000000000000,154253,25.42,settlement,0xaefe99f12345aabc4aa2f000181008843c8abf57ccf394710b2c48ed38e1a66a
0xa21790e1a70571c1f916eaf524b3fa1898eec4ff0c6ffd0f8459c830ef6b9127,19001299,1705115588,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0x49bd6ec98591a6ba054d640a68cf3122a72144ea,1.0262,1026200000000000000,133273,32.41,hub_withdrawal,
0xd44b9861bbdaa234b627dc5789650de11e256de9866b126ac22ee9943b8d54ef,19001320,1705115840,0xcbaa31eaa6a4aa4e29d7a336833d4f2fba8d9a07,0xaaa2e8ffeaf9bcfb2ebc5c77655787375713bcef,2.2363,2236300000000000000,129721,20.14,settlement,0x64f662d104723a4326096ffd92954e24f2bf5c3ad374f04b10fcc735bc901a4d
0x1e5fc78c5aaf46743b63fd93d04a35ae0880b2261b20bc8aa812f2b75e04a794,19001338,1705116056,0x3224f3f5444bc6d96d7559673836ba8be3aa285f,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,1.5428,1542800000000000000,149707,11.46,hub_deposit,
0xa6bda55314b80a83feb7f4410ef453ad1819db63dcf5ffde9706ba7a41d4f8e8,19001339,1705116068,0x46dc1f503d3cb226d661bc25aaf37cae53cd8b41,0xf8603d372a4bdbe0b0c34ce6c15788c20081d5fc,1.2106,1210600000000000000,133647,35.67,organic,
0x1cd8bdac71b547ec850319e9ba9481bfc67f7a814507728f9494436c1f59ba3f,19001345,1705116140,0x7b23ff8ecf8f580d505d5b1ab33f2500203ae9cf,0xcbaa31eaa6a4aa4e29d7a336833d4f2fba8d9a07,1.8382,1838200000000000000,90102,15.92,settlement,0x95a73895c9c6ee0fadb8d7da2fac25eb523fc582dc12c40ec793f0c1a70893b4
0xb8a063da22c59bc9e1b1e5d16c5b9b04adf7f72d2790792a2469abc26bf545bf,19001351,1705116212,0xc77e97bede54dff5c79d161b08f6caf27083d20c,0x0aa65ca6eab6de4059e82b23d1a29e1ce156e05b,0.4561,456100000000000000,69452,31.9,organic,
0x7fa533cf42f11d5549d91368c8d1ef311eedee809f213d2fdc942ab2104e316f,19001352,1705116224,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0x4db6b51a188b4d8132701083db17d45c643a2ce6,2.008,2008000000000000000,82005,28.36,hub_withdrawal,
0xd714bbc25cb69d3117fa4410928069d2cb0e2528dc620f6f9f3cb79484c8814c,19001359,1705116308,0xfbc03d80c3e4adfd2b1046838ca554354d783bbd,0xaca41cf8a8e1c2c1884fb13a507d24e9c5619cef,0.7723,772300000000000000,97054,11.65,organic,
0x5710a997059353ba1f1221a197f332fa3e576caec09ae8fec073a4d2ef989965,19001362,1705116344,0x1b557bdd8ab402aae6ced9c959fd3fd33f3a8c44,0x7b23ff8ecf8f580d505d5b1ab33f2500203ae9cf,2.195,2194999999999999744,105371,12.96,settlement,0x315987563da5a1f3967053d445f73107ed6388270b00fb99a9aaa26c56ecba2b
0xca8d878907bc784988288a34c3087cb822dae45add227a0efea210f8bf0879ab,19001365,1705116380,0xddff114c93a75ffbbd4d65d101004a170cc1c846,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,1.3602,1360200000000000000,130206,36.16,hub_deposit,
0x6d36c6239af0f1e765b105ba81d9049ffb4297c9ef52ef488e5053e9210dce8f,19001370,1705116440,0xaca41cf8a8e1c2c1884fb13a507d24e9c5619cef,0x3fd30b11c2620b40eadb9a8b82adb56fa80b1b6c,0.735,735000000000000000,161968,16.42,organic,
0xc3e99662beeed5493b69088e1eb566bbd747e80babd9319df36e71fb77038696,19001391,1705116692,0x741604c424354be670bb115c69e3fc1d07139581,0x76bb1ed6ae2c2756885f506f4b4867b0954a2c20,0.239,239000000000000000,170335,16.98,organic,
0xd8b52cad312f2370a3580a90bf1f405357e3c925046e659575e111ece1bb68d0,19001394,1705116728,0xc72a469892fe3f693eb5dc5ecfc81ae68db043b2,0x1b557bdd8ab402aae6ced9c959fd3fd33f3a8c44,1.9471,1947100000000000000,84704,38.0,settlement,0x09caa1de14f86c5c19bf53cadc4206fd872a7bf71cda9814b590eb8c6e706fbb
0x91e4d73bc168547b3e6bde356c1651605f81aed74b34d270baf60cd8597a8370,19001409,1705116908,0x68aa82484e1c1cfa50d88bf039bffb4ff748e379,0xc72a469892fe3f693eb5dc5ecfc81ae68db043b2,1.9812,1981200000000000000,155030,32.5,settlement,0x9d04d59d713b607c81811230645ce40afae2297f1cdc1216c45080a5c2e86a5a
0x34cd34d684d01dbe106eaba726e4a978398d8ffc37691c6cebbd5b7a88af0695,19001436,1705117232,0x6d55bd95a787cfe1cb396f534d0e1cf7bdf88933,0x68aa82484e1c1cfa50d88bf039bffb4ff748e379,2.5685,2568500000000000000,64222,33.9,settlement,0xab8a58ff2cf9131f9730d94b9d67f087f5d91aebc3c032b6c5b7b810c47e0132
0xf82abd350086edc03e4024a34c841a304821cc5608a07fd0930a2069007de08f,19001445,1705117340,0xeaff01211a4c4fd32150c6423f7eb79c0fdfd988,0x6d55bd95a787cfe1cb396f534d0e1cf7bdf88933,1.9506,1950600000000000000,114950,27.68,settlement,0xc7c3f15b67d59190a6bbe5d98d058270aee86fe1468c73e00a4e7dcc7efcd3a0
0xc9804fd8fda7063e9f2950b82e5b68ba1917513532675907ace91738f59128a7,19001445,1705117340,0x01a251e4c4f7d61076f0f7c1e6cfc880121e9d3e,0x96acfa15971d8648397f21566fb145b4994a92ff,1.678,1678000000000000000,136389,26.26,organic,
0x554a9ec2b999e34d698ecb4d04067f028d7bfad6b31fcbb478fb6f07994bea89,19001450,1705117400,0x1b557bdd8ab402aae6ced9c959fd3fd33f3a8c44,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,1.0161,1016100000000000000,157215,29.06,hub_deposit,
0x7c0c375061037d2fea1a510ac9006da8a8da6414d87015a5f23d951dab1a4ea5,19001461,1705117532,0xc77e97bede54dff5c79d161b08f6caf27083d20c,0xeaff01211a4c4fd32150c6423f7eb79c0fdfd988,1.7224,1722400000000000000,175835,36.45,settlement,0x27ef2eaa77544d2dd325ce93299fcddef0fae77ae72f510361fa6e5d831610b2
0x874e231c872d4d9356fddb18d87da5d9a9c40b325b5d747decfa58ac766e6e85,19001477,1705117724,0xfb24b2042d7e4a184c410110f758d9869484dfbd,0xc77e97bede54dff5c79d161b08f6caf27083d20c,1.1997,1199700000000000000,91544,14.59,settlement,0x8a0dbd63074bebdcd6f8b26a542d10d18ea84a293d9c4abdfed5f83cb720b4b7
0x512784e32e68726e003f2488df3f4c497dfc245542a7109c4b42f4c3a256e621,19001492,1705117904,0x0aa65ca6eab6de4059e82b23d1a29e1ce156e05b,0xfb24b2042d7e4a184c410110f758d9869484dfbd,1.2964,1296400000000000000,73224,27.01,settlement,0xc68a305956cd7488b206c48ec2bcc293be643ad02783e377fb2baceb606b2b5e
0xda1215ef3701e4911009a14278f548978d92fdab6d05f2e6b9fd4380a962edb6,19001503,1705118036,0x3e0d6a776ba80d14996637511c6248479af3d994,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0.3296,329600000000000000,135220,21.86,hub_deposit,
0xb1fbcce59b291f89a34b50d07a64847f9d16e2e518153d70938a688d0dfa9e95,19001509,1705118108,0x0bc9d28a38415bd1f2f54da26bf4a829d5fb0b3b,0x3e0d6a776ba80d14996637511c6248479af3d994,1.4619,1461900000000000000,146305,26.86,organic,
0x9babcea4cf6d0072ff1ceb05ebacde3eb1896251b705124d0cbed06a7f5739e6,19001524,1705118288,0xe7c5a758884c00cef7881b56645c2beecdb7694f,0x0aa65ca6eab6de4059e82b23d1a29e1ce156e05b,2.6517,2651700000000000000,118515,27.13,settlement,0x2faa40a31ef28f96355acc79f5e6ebc178e91d0caed5fb8273fcc041861e2ba7
0x08221081459ff447407e4bc96defa5bdaf94696bdc9b170f98c536bbf672c00a,19001532,1705118384,0x4f0933b5867adc3b9f85ebe79105359ded2c7274,0xe7c5a758884c00cef7881b56645c2beecdb7694f,2.2395,2239500000000000000,152181,35.91,settlement,0xae4bfa5d1b77541699ce79d52bafda502e06007ea408f7507c08d6ed9c9dc44d
0x2e2d19c232f37a43b55fa4a22385ecb8ff94fa33db5dd6f12912e11cad0cee58,19001537,1705118444,0x4e479d360ab72fd3ac0473f96d032b5d38291f67,0x4f0933b5867adc3b9f85ebe79105359ded2c7274,1.8527,1852700000000000000,92077,31.7,settlement,0x15b0326019eae17f1fa05f0afc99060dd3b9de4a20945bfff53a3d64a4e72b77
0x934b5199f41a98ffb43fcb6c746a6b4fa153957e6838b5e2eb9ad88d6effe8bd,19001560,1705118720,0x25a2b1a517d9f2b393b91f250ee127f5890cd1ed,0x4e479d360ab72fd3ac0473f96d032b5d38291f67,2.081,2081000000000000000,112725,22.05,settlement,0x79ce346da1b503fbcfa8ed04d7d19123aa2b27613337d289e2dbb91d788c86df
0xc6fa45a9992cd1b6fd5a5b445678cfbd7308865e507516644cc50ee006b62ca1,19001570,1705118840,0xbcd1e9954f245abe153f3f17708295501d3cd649,0xc049733f0bb3d4aaac1b393e83877e0163fecc49,0.708,708000000000000000,176338,21.16,organic,
0xe4ab51a46d4f2ae565efe3e6df7c54bdb8aa37d1357f8e3ec462ca01230ed90b,19001582,1705118984,0x4ba627d0af8c5d1c3172b42931cb7d9fda7fafc8,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,1.1681,1168100000000000000,165638,11.28,hub_deposit,
0xa06c8b466c3c9c62a598ceaaf7aee0b44570456ae5456464e36bc8aff4f10d1c,19001586,1705119032,0x49bd6ec98591a6ba054d640a68cf3122a72144ea,0x01a251e4c4f7d61076f0f7c1e6cfc880121e9d3e,2.6324,2632400000000000000,151004,28.38,organic,
0xf48b89f4c45f6c6623ae56b9872c7cb0f5282a644cfb900b1da09bea15fe89c5,19001590,1705119080,0xb1eba21148288fd71b96de2ada79fa4df14cd749,0x25a2b1a517d9f2b393b91f250ee127f5890cd1ed,1.7276,1727600000000000000,130747,14.95,settlement,0x2917905771f7ccd8fb6f072d3bc2a67b27f7f19955468ac9f930fa45f2e5f395
0x5a21cd0ccdec39431692ba105d720664f4b41bedfb5682e90f29dd6ad7773d1d,19001596,1705119152,0xca8f29605cd6975f7e2746f3175dcdf6e300dadf,0xb1eba21148288fd71b96de2ada79fa4df14cd749,1.6955,1695500000000000000,173210,32.83,settlement,0x3ae66667464028499a1e3677789edc657d3a63912f995b34e7f04f586e0fd1b3
0x025f07e58137e018f1f901551a861276031102e11e25b169fd6ae1f6689ac73d,19001598,1705119176,0x34ae93d86d1f76a5a9b7fb9edde079cbbb3ae083,0xca8f29605cd6975f7e2746f3175dcdf6e300dadf,2.1653,2165299999999999744,78367,24.12,settlement,0x20b6350efe2297452ed548f310edef806422e3a692797a70e2ed011eebd61d6d
0xac79e5573ca725d5d117cdb3429fbf7936f6ef0c2cc0fbcb548fabea0da1151b,19001600,1705119200,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,0x20e453cfee5e5ececc55b55a71d8b580c241e011,0.3671,367100000000000000,102056,16.62,hub_withdrawal,
0x90becfefc3f9defea971db33bb56ce0647b4e031d0f348d7b507182113b12579,19001617,1705119404,0xb04f7cee52fc6c267990cd0f2ddfedbe8ca15ee0,0xd5244e5fdffdd4d78e1dd32adaa4ab53ce30547f,3.921,3921000000000000000,171341,25.46,organic,
0xd79acffa4529f1bd186be3d153f456e98623bbfcfec1b8c97b745ae02a1e1224,19001631,1705119572,0x25a2b1a517d9f2b393b91f250ee127f5890cd1ed,0x34ae93d86d1f76a5a9b7fb9edde079cbbb3ae083,2.3163,2316300000000000000,97914,15.49,settlement,0xab199cfee6eee2ce736eee608c12a5526e33fef62e4af2836ba3eed203d7f2bc
0x631986d79360e3c52de876f556f656b90698e8e0358088b5f9eae1ebfbd34265,19001646,1705119752,0x741604c424354be670bb115c69e3fc1d07139581,0xd071d03b1a1334a95a3f6438bb7dd12f1d8cc371,3.1572,3157200000000000000,116280,18.06,hub_deposit,
